Name,energy,contrast,correlation,homogeneity
bois.jpg,0.029444087770743,0.011862951460777552,0.8266650644872187,0.12645887053624982
brique.jpg,0.011099291050155268,0.3618780203036535,0.5653724110364147,0.04933359094431072
degrade.jpg,0.03792239943158818,0.0022784784784784786,0.991874645798972,0.4293968180807355
gravier.jpg,0.010861137742209332,0.14097763932841073,0.785664355971901,0.037280495382604466
laine.jpg,0.011056700638408629,0.28500499249249256,0.5458243661149196,0.02582812052248623
lignes.jpg,0.30192128541233065,0.0,1.0,1.0
metal.jpg,0.015673083611294304,0.11837387624666403,0.6527461588635595,0.07609541475938987
motif1.jpg,0.028964773179291154,0.13444415417700586,0.8831500984724139,0.10050139270225153
motif2.jpg,0.013664638871284262,0.13109026043834085,0.6308985574698649,0.059376666271153886
motif3.jpg,0.024945916399804154,0.009047737373737375,0.9697322525939814,0.1721131099277613
motif4.jpg,0.017055879345169046,0.09217644568174367,0.894101611403515,0.06988774262972544
osier.jpg,0.008385911569662176,0.027818393066815744,0.8867544155619156,0.047722420366013235
papier.jpg,0.01336387035632729,0.012196213218503298,0.9711881791907799,0.11822936318687313
points.jpg,0.048740622047721005,0.07556099607120016,0.4485085885807875,0.12456565445807014
sable.jpg,0.030166289958618406,0.016916629213483154,0.6411539473281881,0.1002392757762403
stardust.jpg,0.025040923119531724,0.01179204374844644,0.9639594623403767,0.2473842159700269
tissu.jpg,0.07395384141078194,0.022363874962835383,0.8900395019071633,0.2977842442956825
